sample_id,n_frac,x1_m,T1_s,a_hat_m_s,a_hat_ok,Y0_m2_s,omega_star_rad_s,fracture_positions_m,mask_design,y_active,alpha_ss,Y_eq_m2_s,log10_Y_over_Y0,fracture_Q_ss_m3_s,fracture_Cf_m2,fracture_kleak_m2p5_s,fracture_Kp_s2_m5
54,1,4614.5205078125,7.0514068603515625,1308.8226318359375,1,0.00011488699965411797,0.8910541534423828,4614.5205,1,1,1.0,0.00014431283,0.09903434,0.013326229,0.0077162897,8.599764e-05,259875.89
55,3,4897.65966796875,6.550330638885498,1495.3931884765625,1,0.0001005532976705581,0.9592165350914001,4897.6597|4909.8706|4934.165,1|1|1,1|1|0,0.6467405|0.32580858|0.027450915,0.0021146035|0.0015476504|0.0,1.3228327|1.1872766|-6.002396,0.009768095|0.004920875|0.00041460706,0.018649476|0.0066449284|0.00088190584,0.00018306322|9.220929e-05|7.788443e-06,23863.078|61520.324|90990440.0
56,5,4735.97802734375,6.727184772491455,1408.0118408203125,1,0.00010679363913368434,0.933999240398407,4735.978|4785.845|4797.6123|4823.663|4846.62,1|1|1|1|1,1|1|1|1|1,0.11046767|0.16315797|0.06753759|0.42888865|0.22994812,0.00025886938|0.00022836427|0.00035451126|0.00023331873|0.00017596799,0.38453546|0.33008298|0.5210848|0.3394044|0.21688853,0.0024789877|0.0036614023|0.0015156005|0.009624622|0.0051602297,0.007077864|0.011016226|0.0038729263|0.03609396|0.012144195,7.0858245e-05|0.00010482954|4.3290805e-05|0.00027703805|0.00014816958,777937.75|597694.0|921542.06|222646.34|550505.25
57,5,4793.03125,6.532100677490234,1467.5313720703125,1,0.00010246234887745231,0.9618935585021973,4793.0312|4820.292|4855.618|4902.689|4950.0,1|1|1|1|1,1|1|1|1|0,0.32774302|0.3752434|0.1138956|0.17953093|0.0035870385,0.0016465727|0.0021770566|0.0020997592|0.0016709917|0.0,1.2060167|1.3273054|1.3116052|1.21241|-6.0105643,0.0053955833|0.0061775744|0.0018750458|0.0029555901|5.905286e-05,0.01822002|0.023720847|0.006650034|0.009529776|0.0007351581,0.00013464846|0.0001541596|4.6776997e-05|7.374452e-05|1.4731839e-06,55777.812|36835.785|111390.87|97753.91|97275990.0
58,6,4662.96875,6.50707483291626,1433.19970703125,1,0.0001049167913151905,0.9655929207801819,4662.9688|4709.925|4743.084|4753.2686|4764.8105|4802.027,1|1|1|1|1|1,1|1|1|1|0|1,0.23005141|0.19021785|0.32953173|0.12593934|0.010192788|0.114066906,0.00016640633|0.00014419998|0.00014132542|0.00013022103|0.0|0.00013274887,0.2003251|0.13812047|0.1293756|0.093836434|-6.020845|0.10218616,0.0042098225|0.0034808887|0.0060302606|0.002304625|0.00018652277|0.0020873656,0.014243654|0.009011067|0.013748227|0.0034236852|0.00058541086|0.0030221525,0.00013785006|0.00011396917|0.00019844361|7.533284e-05|6.079534e-06|6.819549e-05,713628.06|995849.75|586628.6|1663438.8|99107220.0|1800659.4
59,6,4520.3525390625,6.470788955688477,1397.156494140625,1,0.0001076233820640482,0.9710075855255127,4520.3525|4547.057|4561.793|4603.583|4647.092|4668.468,1|1|1|1|1|1,0|1|1|1|1|1,0.027206823|0.05797205|0.11484041|0.10940563|0.099109545|0.59146553,0.0|0.002573744|0.0021271657|0.002602758|0.0030202917|0.00040185012,-6.0319066|1.3786588|1.2958947|1.3835272|1.4481423|0.57215756,0.00042230202|0.00089983735|0.0017825433|0.001698185|0.00153837|0.009180679,0.0029082322|0.0075287456|0.012366965|0.014610206|0.019020561|0.010235739,4.1519987e-05|8.862265e-05|0.00017587513|0.00016769535|0.00015201682|0.00096144114,234426.25|184552.2|127571.45|109165.695|104645.53|135278.98
60,4,4523.4365234375,6.338112831115723,1427.37646484375,1,0.00010534481407376006,0.9913337826728821,4523.4365|4554.8203|4604.562|4652.9106,1|1|1|1,0|1|1|1,0.029013323|0.36350015|0.5073105|0.10017602,0.0|0.00015768745|0.00018076084|0.00023316617,-6.022613|0.17518426|0.23449144|0.34505257,0.0005754848|0.007210095|0.010062601|0.0019870107,0.00024785948|0.015475755|0.02209231|0.0024902546,8.512369e-06|0.00010669794|0.00014899657|2.9345769e-05,57787884.0|439729.66|274868.9|1069482.0
61,6,4791.232421875,6.503549575805664,1473.4207763671875,1,0.00010205279977526516,0.9661163091659546,4791.2324|4839.9824|4862.4087|4879.9834|4901.4253|4950.0,1|1|1|1|1|1,1|1|1|1|1|1,0.2857158|0.08082923|0.17031975|0.21603982|0.08395618|0.16313922,0.00030110317|0.00046088485|0.00045679265|0.00028319997|0.00043589642|0.00037684376,0.46989053|0.65476763|0.6508943|0.44326845|0.6305585|0.5673365,0.00616234|0.001743331|0.0036734692|0.0046595633|0.0018107733|0.003518599,0.022658711|0.004174646|0.017587818|0.013987267|0.0046384768|0.012724893,0.00020639886|5.8133613e-05|0.00012265496|0.00015595242|6.039799e-05|0.000117534524,269417.56|614044.8|297754.88|378738.06|627399.9|376728.2
62,5,4822.2275390625,6.687643527984619,1442.1304931640625,1,0.00010426706285215914,0.9395215511322021,4822.2275|4856.7163|4868.1235|4884.4243|4902.657,1|1|1|1|1,1|1|0|1|1,0.4323682|0.28093988|0.004333058|0.07169644|0.21066242,0.007243182|0.0052815476|0.0|0.00082522864|0.0037316906,1.8417823|1.704614|-6.018147|0.8984272|1.5537585,0.00631643|0.004104227|6.3301275e-05|0.0010474072|0.0030775494,0.017895576|0.011617603|0.00070079166|0.0040374924|0.007948552,0.00028103177|0.00018260862|2.8168054e-06|4.6593308e-05|0.0001369268,8236.223|14433.861|90029180.0|28778.086|21007.764
63,6,4714.99169921875,6.550063610076904,1439.6781005859375,1,0.00010444466897752136,0.9592556357383728,4714.9917|4728.615|4747.6523|4775.166|4822.9937|4848.126,1|1|1|1|1|1,1|1|1|0|1|0,0.25452584|0.39746815|0.16885304|0.024498325|0.13902022|0.015634393,0.0022358368|0.0031741578|0.001977743|0.0|0.0022054033|0.0,1.3305539|1.4827422|1.2772835|-6.018886|1.3246018|-6.018886,0.004597089|0.0071788244|0.0030497194|0.00044247363|0.0025108973|0.00028237875,0.017088532|0.03145785|0.00936363|0.000549334|0.008979628|0.0002534606,0.00010305398|0.00016093809|6.836387e-05|9.9533345e-06|5.628296e-05|6.3366097e-06,47723.023|21696.936|78660.27|74314030.0|83923.03|61398388.0
64,2,4848.77783203125,6.562842845916748,1477.6455078125,1,0.00010176101204706356,0.9573877453804016,4848.778|4884.282,1|1,1|1,0.83161014|0.16838986,0.00016206743|0.00025151792,0.20211457|0.39298767,0.018954178|0.003837966,0.01891229|0.0018630062,0.00012710647|2.57079e-05,162755.03|507447.62
65,6,4721.6572265625,6.496021270751953,1453.7073974609375,1,0.00010343670874135569,0.9672359228134155,4721.657|4757.175|4801.424|4836.6665|4860.5737|4897.0747,1|1|1|1|1|1,1|1|1|1|0|1,0.19025062|0.07211773|0.23422687|0.24185382|0.0061379615|0.255413,0.0011641541|0.0019411335|0.0014145455|0.0019015709|0.0|0.001378546,1.0513358|1.2733808|1.1359422|1.2644379|-6.0146747|1.1247466,0.0042937603|0.0016276228|0.0052862586|0.0054583913|0.00013852745|0.005764408,0.009009745|0.0050758864|0.0142336795|0.023544524|0.00032353846|0.016212197,8.6126296e-05|3.2641074e-05|0.00010605607|0.00010950426|2.779003e-06|0.000115660594,98208.6|127561.02|66151.86|47833.35|64566470.0|62430.26
66,3,4574.89111328125,6.304203510284424,1451.3780517578125,1,0.0001036027169902809,0.9966660141944885,4574.891|4615.313|4653.639,1|1|1,1|1|1,0.42437497|0.4041579|0.17146713,0.00014326522|0.00013280314|0.00019162404,0.14076991|0.1078375|0.26707906,0.0068324744|0.0065069776|0.0027606357,0.0132763395|0.011603935|0.0051403325,0.00011109775|0.00010581626|4.479109e-05,510740.12|578528.44|943845.5
67,1,4635.39013671875,7.085693836212158,1308.3800048828125,1,0.00011492586781969294,0.8867424130439758,4635.39,1,1,1.0,0.00010511396,-0.038756985,0.01613365,0.008424601,0.00016085214,294774.78
68,3,4570.34326171875,6.225200176239014,1468.336181640625,1,0.00010240619303658605,1.0093145370483398,4570.3433|4591.2554|4606.491,1|1|1,1|1|1,0.36566356|0.36654904|0.2677874,0.00044431316|0.0007587121|0.000523293,0.6373631|0.86975086|0.7084188,0.005672535|0.0056862715|0.004154183,0.009824186|0.015943397|0.007218931,0.00013940364|0.00013963379|0.00010201816,197981.97|115636.39|228810.73
69,2,4573.52783203125,7.017373561859131,1303.487060546875,1,0.0001153572738985531,0.8953756093978882,4573.528|4606.2544,1|1,1|1,0.08648622|0.9135138,0.001178386|0.00016465249,1.0092427|0.1545236,0.0018368623|0.019401925,0.008551629|0.012,8.542341e-05|0.0009655942,225380.31|156473.2
70,6,4808.3662109375,6.706930160522461,1433.85009765625,1,0.00010486919927643612,0.936819851398468,4808.366|4830.2183|4847.0103|4864.818|4877.1357|4925.1074,1|1|1|1|1|1,1|1|1|1|1|1,0.11582619|0.32716987|0.18131915|0.114542134|0.1479608|0.11318188,0.0006967474|0.0006290329|0.000531665|0.0006744374|0.0004963754|0.00058958144,0.82242745|0.7780255|0.7049902|0.80829376|0.6751624|0.74989593,0.0019209808|0.005426122|0.0030071835|0.0018996847|0.0024539344|0.001877125,0.011610687|0.029865593|0.014474841|0.008681903|0.00906335|0.005917868,8.067457e-05|0.00022850947|0.00012648125|7.980166e-05|0.00010318245|7.8867466e-05,372026.8|146415.05|312247.88|387544.75|409070.7|446603.28
71,2,4765.05322265625,6.469099998474121,1473.1734619140625,1,0.00010206993465544656,0.9712610840797424,4765.053|4795.81,1|1,1|1,0.8708472|0.12915276,0.00035665117|0.00060836936,0.5433459|0.77526957,0.018246518|0.002706087,0.023048725|0.001654246,0.00011018557|1.633423e-05,76813.22|251026.1
72,5,4788.8359375,6.713189125061035,1426.69482421875,1,0.00010539514914853498,0.9359464049339294,4788.836|4838.156|4864.6294|4890.7637|4937.6973,1|1|1|1|1,1|0|1|1|1,0.33688286|0.022544941|0.28487015|0.19570203|0.16000003,0.0047762995|0.0|0.006630759|0.0042491383|0.0033171198,1.6562709|-6.0228205|1.7987427|1.6054803|1.4979405,0.0050197067|0.00033592977|0.0042446936|0.0029160485|0.0023840724,0.016635539|0.0003080305|0.025547309|0.010385518|0.007200947,0.00014143821|9.494185e-06|0.00011960658|8.2167964e-05|6.717721e-05,18660.572|70102390.0|16273.122|29968.328|37178.67
73,3,4884.033203125,6.579970836639404,1484.51513671875,1,0.00010129011207027361,0.9548956155776978,4884.033|4902.47|4949.1665,1|1|1,1|1|1,0.47606218|0.1744477|0.34949014,0.0005637264|0.0007240734|0.0006678401,0.7455014|0.85421556|0.8191055,0.010184456|0.0037319807|0.0074766846,0.016838007|0.004130733|0.014221774,0.00019749261|7.228158e-05|0.00014489674,86981.55|178565.73|99892.32
74,6,4594.27685546875,6.35916805267334,1444.93017578125,1,0.00010406503861304373,0.9880514740943909,4594.277|4637.097|4677.0713|4698.5854|4713.2993|4732.833,1|1|1|1|1|1,1|1|1|0|1|1,0.1462387|0.30270606|0.17139427|0.00838008|0.1873638|0.18391708,0.0036828886|0.005190559|0.0031241456|0.0|0.0028197549|0.002999908,1.5488838|1.6979094|1.4774264|-6.017305|1.4329065|1.4598031,0.002582273|0.0053451634|0.0030264687|0.00014797489|0.0033084576|0.0032475954,0.009456439|0.025228871|0.00929724|0.0009873483|0.009478736|0.008612693,7.268178e-05|0.00015048368|8.520786e-05|4.168456e-06|9.315352e-05|9.143785e-05,42458.48|17202.773|45820.39|81911176.0|48190.7|43855.633
75,4,4602.208984375,6.25919246673584,1470.5439453125,1,0.00010225243750028312,1.0038331747055054,4602.209|4623.5713|4665.083|4690.394,1|1|1|1,1|1|1|1,0.2706878|0.45334473|0.17172268|0.1042448,0.00048710257|0.00065236894|0.0006058532|0.00073852495,0.6779468|0.80481964|0.7726938|0.8586915,0.0061654644|0.010325847|0.0039113327|0.0023743869,0.008751221|0.018047618|0.0060141217|0.0030442039,0.00015046287|0.00025213065|9.537297e-05|5.786755e-05,165972.94|74128.32|208846.9|267360.97
76,6,4698.5068359375,6.571093559265137,1430.05322265625,1,0.00010514762834645808,0.9561856389045715,4698.507|4738.495|4758.8|4803.4644|4843.3066|4888.735,1|1|1|1|1|1,0|1|0|1|1|1,0.009901105|0.07946969|0.015348952|0.4858483|0.17897011|0.23046182,0.0|0.0012391628|0.0|0.0017000675|0.0014625515|0.0014175035,-6.0217996|1.0713289|-6.0217996|1.2086667|1.1433117|1.1297246,0.00014434913|0.0011585959|0.0002237738|0.007083228|0.002609222|0.0033599243,0.00079519575|0.0026924375|0.00036122798|0.018905409|0.00942268|0.012137784,5.7845164e-06|4.6395115e-05|8.992528e-06|0.00028415018|0.00010457567|0.0001346982,73806690.0|221215.38|90587620.0|41149.684|127469.49|103389.27
77,5,4645.7001953125,6.348184585571289,1463.631103515625,1,0.00010273538646288216,0.9897609949111938,4645.7|4662.4653|4680.9365|4694.536|4709.341,1|1|1|1|1,1|1|1|1|1,0.15947133|0.13751388|0.2570451|0.052494098|0.3934756,0.0002883284|0.00026973544|0.0002519461|0.0004365626|5.4933425e-05,0.4481675|0.41921812|0.38958773|0.6283266|-0.27188256,0.0020774945|0.0017914464|0.0033486255|0.0006838608|0.005125958,0.011951892|0.009976453|0.017603887|0.00453911|0.005,0.00017057841|0.0001469913|0.0002779529|5.5653556e-05|0.0005,834215.4|1033942.75|592517.0|1658723.9|1775337.8
78,1,4589.208984375,6.96158504486084,1318.43798828125,1,0.00011404913675505668,0.902550995349884,4589.209,1,1,1.0,0.00041519935,0.5611648,0.0155634275,0.009678341,0.00057747256,77196.6
79,5,4677.18505859375,6.516143798828125,1435.5684814453125,1,0.00010474367445567623,0.9642490744590759,4677.185|4690.654|4709.5483|4737.187|4776.9033,1|1|1|1|1,1|1|1|1|0,0.16586418|0.34971315|0.16009428|0.32266814|0.0016602589,0.0010982734|0.00084219116|0.0012054646|0.00085050374|0.0,1.0205827|0.9052829|1.0610267|0.90954846|-6.020128,0.0035105401|0.007401731|0.0033884193|0.0068293186|3.5139623e-05,0.0087358765|0.019827953|0.01332835|0.017931562|0.00027615004,0.0001004613|0.0002120761|9.6969954e-05|0.00019565555|1.0051132e-06,127437.55|80053.04|121322.586|85873.33|71597280.0
80,5,4825.80615234375,6.574976921081543,1467.9310302734375,1,0.00010243445285595953,0.9556208848953247,4825.806|4866.576|4905.9146|4917.2007|4950.0,1|1|1|1|1,1|1|1|1|1,0.13900712|0.24773239|0.15185113|0.36378637|0.09762299,0.00020623376|0.00015889795|0.000247023|0.00021889994|0.00025817467,0.3039139|0.19067253|0.38229156|0.32979977|0.40146774,0.0031081475|0.005539204|0.0033953348|0.008134128|0.0021828136,0.008347415|0.0135756945|0.010441451|0.026444143|0.005728289,7.2813506e-05|0.00013014102|7.9547004e-05|0.00019118711|5.1103336e-05,779501.3|567987.2|595775.4|280789.25|885254.6
81,4,4505.72900390625,6.0223798751831055,1496.328369140625,1,0.00010049044794868678,1.0433059930801392,4505.729|4555.47|4605.081|4636.152,1|1|1|1,1|0|1|0,0.13538851|0.022847248|0.8344721|0.0072921473,0.001777476|0.0|0.0036080086|0.0,1.247679|-6.002125|1.5551428|-6.002125,0.002909418|0.0004909737|0.017932305|0.00015670389,0.003622503|0.0006044023|0.048024982|0.0004645416,3.9816932e-05|6.7300325e-06|0.0002454888|2.1450337e-06,64750.055|70416150.0|7687.685|59435612.0
82,2,4859.65869140625,6.6921820640563965,1452.3389892578125,1,0.00010353416291764006,0.9388843774795532,4859.6587|4903.6797,1|1,1|1,0.5902565|0.4097435,0.00051272294|0.00063336804,0.6947991|0.7865725,0.008681042|0.006026194,0.011319189|0.010062425,0.00010827126|7.513833e-05,112072.66|130407.95
83,4,4641.46337890625,6.310296058654785,1471.0762939453125,1,0.00010221544653177261,0.9957036972045898,4641.4634|4652.332|4696.2837|4712.4995,1|1|1|1,1|1|0|1,0.24648863|0.5533717|0.021073613|0.17906602,0.0010982538|0.0010252928|0.0|0.0013641772,1.0311862|1.0013314|-6.0095167|1.1253543,0.0041985926|0.009425921|0.00035895983|0.0030501417,0.010499612|0.021400984|0.000727989|0.0078014242,8.7833316e-05|0.00019730692|7.5233515e-06|6.379818e-05,107222.38|51616.355|79971340.0|116335.516
84,1,4790.80078125,6.714494705200195,1427.002685546875,1,0.00010537241178099066,0.9357644319534302,4790.801,1,1,1.0,4.1407082e-05,-0.40565124,0.017382806,0.008876885,0.00011372769,694647.7
85,2,4668.373046875,6.2921552658081055,1483.8709716796875,1,0.00010133408795809373,0.998574435710907,4668.373|4695.9404,1|1,1|1,0.7653786|0.23462139,0.00050782046|0.00061389286,0.69995475|0.78233707,0.0143980505|0.0044136206,0.020263327|0.0035840285,0.0001514507|4.639879e-05,68341.086|178934.95
86,5,4575.69921875,6.448988914489746,1419.0439453125,1,0.0001059633941622451,0.9742900133132935,4575.699|4594.643|4622.8384|4649.396|4666.4624,1|1|1|1|1,0|1|1|0|1,0.014555435|0.2363198|0.53000516|0.007584198|0.21153542,0.0|0.0023796372|0.0026584456|0.0|0.0032013585,-6.025156|1.351355|1.3994719|-6.025156|1.4801785,0.00032305066|0.005245001|0.011763202|0.00016832752|0.004694924,0.0009761613|0.013977769|0.023569569|0.0006917894|0.016245158,9.15312e-06|0.0001480831|0.00033230297|4.7552826e-06|0.00013255268,98535510.0|38796.2|15771.215|78592100.0|31843.963
87,6,4638.10302734375,6.595000743865967,1406.5511474609375,1,0.00010690453927963972,0.9527194499969482,4638.103|4651.104|4690.295|4734.254|4763.153|4793.546,1|1|1|1|1|1,0|1|1|1|1|1,0.012094505|0.061236374|0.15422855|0.37828633|0.2812161|0.11293812,0.0|0.0015184551|0.0010891849|0.0008223354|0.0010443466|0.0011089664,-6.028996|1.1524059|1.0081055|0.8860529|0.98984855|1.0159223,0.00027411178|0.0013878708|0.0034954601|0.0085735405|0.006373526|0.0025596472,0.0004063152|0.0051596654|0.012978014|0.02247796|0.023667997|0.007660459,7.236339e-06|3.6552196e-05|9.211986e-05|0.00022627522|0.00016809092|6.746158e-05,99365630.0|211903.42|130301.75|70813.6|74956.445|171976.77
88,3,4785.0869140625,6.730903625488281,1421.825927734375,1,0.00010575605847407132,0.9334831833839417,4785.087|4815.8896|4859.5986,1|1|1,1|0|1,0.9014309|0.013824762|0.08474435,0.00040334868|0.0|0.0006649305,0.5813755|-6.0243053|0.7984711,0.020270744|0.00031088153|0.0019056713,0.019024272|0.00061750115|0.0019636275,0.00022960072|3.516727e-06|2.155197e-05,61121.605|51602180.0|333066.9
89,1,4700.8740234375,6.582091331481934,1428.383056640625,1,0.00010527057747822255,0.954587996006012,4700.874,1,1,1.0,0.00058682833,0.74620414,0.013428266,0.011873457,0.0010499104,63268.637
90,2,4565.794921875,6.3125128746032715,1446.58544921875,1,0.00010394595301477239,0.9953540563583374,4565.795|4597.0127,1|1,1|1,0.35307798|0.64692205,0.00052283495|0.00052852614,0.7015571|0.706259,0.0044122604|0.008084301,0.0052382653|0.01196433,7.534372e-05|0.00013811875,214538.11|116788.79
91,3,4519.01806640625,6.3672709465026855,1419.4521484375,1,0.0001059329224517569,0.986794114112854,4519.018|4560.52|4595.8145,1|1|1,1|1|1,0.09280628|0.79103464|0.1161591,0.007909657|0.0014723804|0.005830546,1.8731267|1.142989|1.7406783,0.0021148736|0.01802613|0.0026470383,0.01605046|0.010342705|0.011820045,0.000102417966|0.00087982864|0.00012830526,15678.081|18432.246|16552.703
92,2,4547.1171875,6.235113143920898,1458.5516357421875,1,0.0001030931671266444,1.0077099800109863,4547.117|4562.354,1|1,1|1,0.39720044|0.6027996,0.002471177|0.0022435908,1.379674|1.3377138,0.0050910246|0.0077262437,0.0105777|0.01557614,8.001121e-05|0.00012143793,37477.312|28242.03
93,5,4612.5966796875,6.3231306076049805,1458.9598388671875,1,0.00010306432523066178,0.9936826825141907,4612.5967|4640.527|4661.7065|4705.9253|4731.521,1|1|1|1|1,1|1|1|1|1,0.26187354|0.1932231|0.17412128|0.09570731|0.27507478,0.0021942533|0.0021235233|0.0018294269|0.0021363935|0.0024547777,1.3281784|1.3139486|1.2492067|1.3165729|1.3769038,0.004702393|0.0034696558|0.0031266492|0.0017185906|0.0049394444,0.018182611|0.009428665|0.007764577|0.004768586|0.01871682,0.00014128322|0.00010424179|9.394132e-05|5.1625608e-05|0.00014842722,47731.605|64173.027|82182.16|97516.67|40504.316
94,4,4762.703125,6.804920673370361,1399.7821044921875,1,0.00010742151062004268,0.9233296513557434,4762.703|4782.2417|4822.126|4837.356,1|1|1|1,1|1|1|1,0.24890365|0.12974906|0.333288|0.28805926,0.0008587525|0.0010911244|0.0011385576|0.0008764214,0.90277684|1.006783|1.0252638|0.91162175,0.0052071773|0.0027144093|0.006972537|0.0060263304,0.010826634|0.00484091|0.017396882|0.010045091,8.538332e-05|4.449896e-05|0.00011433812|9.882701e-05,110982.875|158071.45|62664.83|93814.43
95,5,4804.51513671875,6.799934387207031,1413.1063232421875,1,0.00010640863183652982,0.9240067601203918,4804.515|4825.6895|4843.407|4868.5522|4893.959,1|1|1|1|1,0|1|1|1|0,0.034197606|0.72371846|0.145753|0.057856213|0.038474724,0.0|0.00034005486|0.0036863405|0.0034315814|0.0,-6.026977|0.5045723|1.5396186|1.5085175|-6.026977,0.0005437322|0.011506917|0.0023174312|0.0009198973|0.00061173714,0.005551354|0.012|0.02801499|0.01315365|0.0039967834,5.6103665e-05|0.001312313|0.00023970775|9.5058436e-05|6.320096e-05,212788.08|127633.016|57312.516|144540.19|218732.16
96,1,4826.35595703125,7.1518449783325195,1349.681396484375,1,0.000111409040982835,0.8785405158996582,4826.356,1,1,1.0,0.00039969248,0.55480564,0.013263074,0.011469563,8.8939945e-05,94170.4
97,1,4610.15234375,6.665411949157715,1383.3060302734375,1,0.00010870097321458161,0.9426552057266235,4610.1523,1,1,1.0,4.4536795e-05,-0.3875135,0.015222854,0.012537098,8.845211e-05,737477.5
98,5,4705.2060546875,6.60409688949585,1424.935546875,1,0.00010552527237450704,0.9514071941375732,4705.206|4731.916|4752.211|4782.318|4798.39,1|1|1|1|1,0|0|1|1|1,0.015467813|0.016861904|0.15760414|0.15239683|0.6576693,0.0|0.0|0.0011248369|0.0015512147|0.0024103012,-6.0233564|-6.0233564|1.0277331|1.1673155|1.3587148,0.00024807843|0.00027043736|0.0025277128|0.0024441958|0.01054794,0.00031368315|0.0008545819|0.0030179936|0.00581244|0.0320676,5.7381408e-06|6.2574595e-06|5.8432066e-05|5.650172e-05|0.00024393304,58498930.0|63172464.0|142548.92|120516.32|19543.014
